label,handedness,rx1,ry1,rz1,rx2,ry2,rz2,rx3,ry3,rz3,rx4,ry4,rz4,rx5,ry5,rz5,rx6,ry6,rz6,rx7,ry7,rz7,rx8,ry8,rz8,rx9,ry9,rz9,rx10,ry10,rz10,rx11,ry11,rz11,rx12,ry12,rz12,rx13,ry13,rz13,rx14,ry14,rz14,rx15,ry15,rz15,rx16,ry16,rz16,rx17,ry17,rz17,rx18,ry18,rz18,rx19,ry19,rz19,rx20,ry20,rz20
I,Left,0.120462001,-0.054915309,-0.07042123,0.206521392,-0.125645995,-0.118428509,0.133369327,-0.155002773,-0.163947094,0.03282708,-0.134213149,-0.204683888,0.065022588,-0.273974359,-0.097206313,0.108387351,-0.340833366,-0.154425267,0.115374446,-0.286504865,-0.17438123,0.083420277,-0.284972429,-0.182492081,-0.021661222,-0.266816258,-0.09948549,0.029343427,-0.306842267,-0.176291082,0.059607864,-0.189527988,-0.197508666,0.042336226,-0.148059189,-0.201225046,-0.094405174,-0.24063003,-0.10826056,-0.059726894,-0.288438797,-0.194017339,-0.011415541,-0.172789812,-0.199653077,-0.012224197,-0.119297981,-0.184836287,-0.166314959,-0.205709278,-0.12028614,-0.204284847,-0.301148891,-0.162867743,-0.215284347,-0.347812712,-0.164508122,-0.242002487,-0.414940357,-0.161923397
I,Left,0.11787951,-0.043249965,-0.080906627,0.198848962,-0.109547258,-0.133879651,0.118309438,-0.142859638,-0.177954261,0.014054596,-0.125922859,-0.212315266,0.074923515,-0.276523352,-0.122515459,0.114692211,-0.303269744,-0.181597207,0.118284464,-0.198718191,-0.196447571,0.085154473,-0.174866081,-0.200012435,-0.017336905,-0.2714445,-0.118768212,0.021305263,-0.303441882,-0.182980661,0.05228424,-0.188188315,-0.194093873,0.04065305,-0.172254026,-0.198794638,-0.097928524,-0.250239611,-0.122043323,-0.072499633,-0.297616244,-0.197547604,-0.019585133,-0.177292586,-0.19990537,-0.016795993,-0.131091953,-0.191193615,-0.176337838,-0.222938657,-0.129114051,-0.219898433,-0.319952727,-0.167338584,-0.233578593,-0.369921118,-0.170355071,-0.264026583,-0.450315059,-0.174106945
I,Left,0.073697627,-0.024334669,-0.161564026,0.060062349,-0.107019007,-0.238136757,-0.051130891,-0.173824429,-0.284699011,-0.155967652,-0.210062682,-0.309297968,0.121690274,-0.274776339,-0.223456237,0.007525802,-0.278934598,-0.320039678,0.010033131,-0.18333733,-0.338260043,0.038860083,-0.155276239,-0.337253231,0.016248584,-0.28718388,-0.174153838,-0.077414095,-0.260521471,-0.294918645,-0.05705893,-0.15972507,-0.309315223,-0.007536769,-0.134913921,-0.300536472,-0.080948412,-0.273980915,-0.137936134,-0.169336497,-0.239052355,-0.259745497,-0.156754225,-0.134936571,-0.260537911,-0.118990421,-0.089592933,-0.23502608,-0.17146939,-0.252210259,-0.112099986,-0.235358178,-0.336172044,-0.201927904,-0.2838822,-0.388707637,-0.230178196,-0.316059947,-0.447034359,-0.235724393
I,Left,0.134672224,-0.10270369,-0.035775986,0.230363667,-0.226169884,-0.056124423,0.210210502,-0.340781003,-0.081216284,0.101382613,-0.348100543,-0.101465449,0.082812488,-0.334122986,-0.010019291,0.133848071,-0.41512081,-0.05738359,0.157778918,-0.323925823,-0.085536451,0.152406871,-0.267952681,-0.096586295,0.001013129,-0.32956773,-0.019693399,0.052162766,-0.409965485,-0.082183913,0.08542025,-0.299347579,-0.1157557,0.082551658,-0.231297672,-0.124788203,-0.080892176,-0.316336214,-0.036028121,-0.017401189,-0.397551596,-0.101152838,0.029307127,-0.293233663,-0.112659507,0.032758623,-0.215852499,-0.101734475,-0.168538809,-0.290577888,-0.054025982,-0.182267309,-0.409901142,-0.082107224,-0.166710318,-0.485567033,-0.084217139,-0.154741139,-0.560378566,-0.081006826
I,Left,0.130635202,-0.11244309,-0.024970405,0.204446435,-0.244448364,-0.039404657,0.189340591,-0.355875254,-0.064883843,0.089853465,-0.347459913,-0.086800381,0.050169587,-0.363371134,0.012387186,0.101517975,-0.443703145,-0.046389319,0.126424193,-0.346666217,-0.085419886,0.120478511,-0.275470317,-0.099745624,-0.029652298,-0.348691583,-0.003551784,0.025185942,-0.423095912,-0.071858212,0.060434639,-0.313063741,-0.109649636,0.061064958,-0.239965082,-0.119818069,-0.106681526,-0.325553954,-0.027877729,-0.040551096,-0.403176129,-0.099163257,0.007238149,-0.303296924,-0.114060827,0.014173359,-0.228835345,-0.102168858,-0.186491192,-0.290688515,-0.05351229,-0.19360888,-0.414054692,-0.083145574,-0.174461603,-0.489872814,-0.081935719,-0.156625539,-0.560878098,-0.073675267
I,Left,0.146859408,-0.080764592,-0.030038696,0.248853624,-0.190339864,-0.046211917,0.247911155,-0.304612935,-0.068606421,0.145945251,-0.32600382,-0.087508649,0.131039322,-0.316318572,-0.002282916,0.18910718,-0.386486382,-0.048909433,0.199447811,-0.293836713,-0.079265043,0.18666035,-0.240430117,-0.092547894,0.053812564,-0.320067555,-0.013527284,0.108902872,-0.392411679,-0.072122671,0.128965914,-0.285147667,-0.104373768,0.121758998,-0.224284471,-0.114657797,-0.025957703,-0.315248847,-0.03148254,0.041319013,-0.384977878,-0.093102642,0.078296483,-0.284680427,-0.103450887,0.077327252,-0.214846254,-0.093912132,-0.112665355,-0.300768316,-0.051019494,-0.107316673,-0.414003671,-0.076728255,-0.08254224,-0.480813802,-0.07685525,-0.06175825,-0.546751172,-0.073339686
I,Left,0.048379182,-0.017144621,-0.048159454,0.112060606,-0.070599675,-0.074761495,0.169237434,-0.115624786,-0.098610491,0.208487689,-0.153334499,-0.118032284,0.068803608,-0.112461865,-0.058404535,0.09156382,-0.117813409,-0.121946134,0.091593384,-0.033583641,-0.154680073,0.069399178,0.007671594,-0.169267684,-0.01012683,-0.103065193,-0.059593394,0.033866018,-0.121364415,-0.13170664,0.047977447,-0.024831593,-0.152595088,0.032821357,0.012804389,-0.155150443,-0.069104732,-0.083940208,-0.068272762,-0.041898549,-0.102052152,-0.140305147,-0.01933235,-0.016959191,-0.138601631,-0.029822767,0.011926532,-0.122527786,-0.117744327,-0.058329344,-0.079251289,-0.1037758,-0.053280533,-0.126071393,-0.095780194,-0.004246116,-0.1244298,-0.108383209,0.009062469,-0.115446947
I,Left,0.073497534,-0.021033228,-0.118501681,0.077604533,-0.082105816,-0.185255977,-0.040960013,-0.117967486,-0.235587778,-0.143958807,-0.129715562,-0.269438031,0.099461616,-0.260444164,-0.157026338,-0.006053566,-0.281009317,-0.241321775,-0.00745821,-0.177922249,-0.271629276,0.023150683,-0.158163488,-0.284413579,0.000265837,-0.272767365,-0.130656573,-0.084627985,-0.301813126,-0.227318766,-0.093513131,-0.178544939,-0.243282186,-0.061160922,-0.156450629,-0.240256386,-0.090164005,-0.265871704,-0.115036036,-0.16687411,-0.313484907,-0.207062456,-0.173809766,-0.202561319,-0.201797026,-0.142114877,-0.162774623,-0.178758385,-0.171925127,-0.253900468,-0.108186985,-0.223111271,-0.340427667,-0.162178474,-0.256415367,-0.37669307,-0.170345041,-0.260774731,-0.430746794,-0.166565093
I,Left,0.07663703,-0.023216426,-0.118636198,0.086531639,-0.081946909,-0.187723167,-0.034708976,-0.107438325,-0.240996368,-0.136268496,-0.116178989,-0.277636162,0.07931912,-0.263501107,-0.157470099,-0.018299222,-0.280978262,-0.245131008,-0.017022252,-0.17826718,-0.278509817,0.01358217,-0.159309923,-0.292376302,-0.018995106,-0.270958066,-0.130364067,-0.100159883,-0.297068953,-0.227597452,-0.101618647,-0.177126348,-0.240549452,-0.06747508,-0.162590861,-0.235255248,-0.105422079,-0.258154749,-0.114580161,-0.180426776,-0.301687866,-0.205787665,-0.174667537,-0.197989404,-0.195375151,-0.133373618,-0.170717418,-0.169192425,-0.183916986,-0.244182586,-0.107747398,-0.238950222,-0.326518803,-0.15749324,-0.276437342,-0.358128696,-0.159904204,-0.28383705,-0.412756443,-0.152368195
I,Left,0.05248484,-0.061058283,-0.03627375,0.069084495,-0.134057582,-0.05318576,0.011101007,-0.180024594,-0.067119094,-0.049415946,-0.183592439,-0.073777156,0.019253433,-0.185181022,-0.035391493,0.009598881,-0.234316826,-0.063311721,0.016798556,-0.179524929,-0.072178567,0.020611525,-0.15656966,-0.075249905,-0.034551054,-0.175383389,-0.033049556,-0.045267403,-0.214696318,-0.061142477,-0.025204182,-0.155118645,-0.063391613,-0.015436649,-0.144640923,-0.062838363,-0.080301017,-0.155736089,-0.03576818,-0.10169512,-0.195348055,-0.071653674,-0.066445768,-0.133268893,-0.063282581,-0.045602083,-0.097199738,-0.05106585,-0.126136988,-0.131389678,-0.041117294,-0.165272147,-0.185190261,-0.061655445,-0.189042419,-0.217699081,-0.06019163,-0.216565013,-0.257764906,-0.057625881
I,Left,0.05525279,-0.055377782,-0.036575138,0.072753936,-0.139132858,-0.049900125,0.011671096,-0.186670274,-0.060506526,-0.050748915,-0.186519236,-0.063675646,0.023485064,-0.186494708,-0.017209258,0.013918668,-0.236629099,-0.043846965,0.016398191,-0.186193288,-0.054076224,0.02033019,-0.16264236,-0.057145934,-0.029208154,-0.178352952,-0.013414823,-0.03984806,-0.221071303,-0.048511669,-0.025778294,-0.164190293,-0.058567222,-0.018145949,-0.140174866,-0.05714843,-0.075995594,-0.161684275,-0.015661839,-0.093909383,-0.20471862,-0.054673183,-0.060682476,-0.145868421,-0.053269464,-0.040042103,-0.104317964,-0.040784992,-0.122748077,-0.138759375,-0.020443396,-0.159834296,-0.192549676,-0.040510408,-0.183135301,-0.227718294,-0.042489625,-0.207532287,-0.268487275,-0.039906572
I,Left,0.059582352,-0.05864507,-0.040546588,0.081545472,-0.13807553,-0.058869502,0.022856116,-0.188882023,-0.073777164,-0.040870667,-0.196708322,-0.081237915,0.032881677,-0.192464292,-0.035933024,0.025137871,-0.244025707,-0.067546497,0.028061449,-0.188937426,-0.07821698,0.031572401,-0.163366556,-0.081467758,-0.024131149,-0.184021085,-0.032313543,-0.033293665,-0.22602734,-0.067845459,-0.016979099,-0.164923131,-0.074160191,-0.00756523,-0.147608101,-0.073315586,-0.074247331,-0.165242255,-0.034454043,-0.093191356,-0.205970496,-0.077207628,-0.058127642,-0.141135573,-0.073102224,-0.036108554,-0.101971984,-0.060435242,-0.124557078,-0.141888738,-0.039226903,-0.163366616,-0.199824214,-0.063116516,-0.187040866,-0.235368639,-0.064450907,-0.212771371,-0.279097915,-0.062365758
I,Left,0.073317885,-0.052911759,-0.099964833,0.081687152,-0.132783592,-0.153590275,-0.024765552,-0.204383374,-0.19486071,-0.128534317,-0.232687176,-0.219460799,0.094133377,-0.288754195,-0.10155618,0.006209254,-0.314148188,-0.177134989,0.014004588,-0.22463125,-0.210874169,0.04459846,-0.192526281,-0.223842023,-5.60E-05,-0.291753263,-0.081909983,-0.071807027,-0.299321592,-0.163029282,-0.052474797,-0.205875218,-0.183117642,-0.018877745,-0.179628015,-0.185200138,-0.083937645,-0.272474706,-0.075063995,-0.15596664,-0.293524683,-0.15963441,-0.127002299,-0.21169895,-0.165530665,-0.0889709,-0.168735266,-0.151849328,-0.160111368,-0.244422138,-0.075394219,-0.226123274,-0.311193943,-0.127173303,-0.277838052,-0.350346357,-0.141022129,-0.319758982,-0.395849318,-0.142126067
I,Left,0.065811157,-0.051877439,-0.102349736,0.058882475,-0.132460535,-0.154487864,-0.052107454,-0.185874582,-0.192762345,-0.160335928,-0.195372522,-0.215539217,0.047682225,-0.266197145,-0.110538476,-0.028918803,-0.288513363,-0.184003473,-0.014531076,-0.205106855,-0.21377346,0.014133155,-0.186338783,-0.225579247,-0.041347504,-0.259013296,-0.088974029,-0.101870895,-0.275272459,-0.170939416,-0.078510821,-0.181742072,-0.191096589,-0.045484007,-0.162212849,-0.193383292,-0.119844616,-0.233227551,-0.079695747,-0.18101874,-0.252955079,-0.166367546,-0.147917986,-0.173276782,-0.176033557,-0.108051181,-0.138378382,-0.16481717,-0.192136497,-0.20328039,-0.077134356,-0.264441967,-0.267094612,-0.132620395,-0.320716501,-0.301677764,-0.152979136,-0.366468072,-0.347241074,-0.160056025
I,Left,0.0685758,-0.047516465,-0.103126184,0.070970118,-0.132081449,-0.155094729,-0.035094738,-0.203139782,-0.192021207,-0.142369151,-0.226561188,-0.211198271,0.080100477,-0.265972912,-0.109799542,-0.008004844,-0.309436559,-0.184702367,0.003225267,-0.221463978,-0.21285759,0.038300574,-0.189168393,-0.222062648,-0.013339698,-0.268794894,-0.085738667,-0.081096112,-0.302510559,-0.167782993,-0.065358877,-0.206478238,-0.18552515,-0.029540956,-0.178631186,-0.184984819,-0.097161531,-0.25237137,-0.074239031,-0.165438652,-0.293940663,-0.155271412,-0.14759317,-0.210989058,-0.157779158,-0.113672405,-0.166584432,-0.142675326,-0.174676478,-0.227372527,-0.070195817,-0.244330674,-0.302645444,-0.123820119,-0.303160131,-0.343227118,-0.142265648,-0.347103536,-0.390106439,-0.147280038
I,Left,0.079383671,-0.061830879,-0.067306187,0.119292438,-0.13442266,-0.106528912,0.035850584,-0.15523237,-0.139399383,-0.042477489,-0.135062039,-0.161897112,0.017022788,-0.236238689,-0.079614069,0.00079745,-0.276212752,-0.128077526,0.021373152,-0.201042891,-0.142071221,0.022247374,-0.176079333,-0.144907016,-0.055880934,-0.219592035,-0.071090665,-0.065073699,-0.257782162,-0.128355835,-0.029369176,-0.180076242,-0.138812143,-0.023835451,-0.163671256,-0.1372342,-0.117302537,-0.194680483,-0.069670271,-0.139404655,-0.242063851,-0.127373595,-0.091629565,-0.170603276,-0.124592472,-0.074505747,-0.138616085,-0.110198278,-0.177870095,-0.1629816,-0.072696474,-0.221755475,-0.231864185,-0.099402744,-0.235414565,-0.27191192,-0.098715853,-0.259387419,-0.329036177,-0.094629627
I,Left,0.077781885,-0.051945627,-0.06494114,0.112953394,-0.128721893,-0.100187304,0.027997046,-0.149275452,-0.128975572,-0.057248652,-0.131353081,-0.146951618,0.030737727,-0.237773538,-0.074717077,0.016852408,-0.274460525,-0.122142228,0.030979722,-0.19504729,-0.136642577,0.030498653,-0.172576309,-0.139904427,-0.043158412,-0.228521914,-0.067038642,-0.051959068,-0.268700839,-0.122283826,-0.023621321,-0.188717366,-0.130825984,-0.019186706,-0.170936734,-0.127304228,-0.106519699,-0.209065408,-0.066939684,-0.12787059,-0.259944559,-0.123559924,-0.082749814,-0.183962346,-0.119275244,-0.062296302,-0.1454148,-0.102458166,-0.16755119,-0.182475597,-0.071283499,-0.208791823,-0.259944857,-0.097596916,-0.224764914,-0.303483755,-0.096984113,-0.245886863,-0.359886349,-0.092106516
I,Left,0.082578987,-0.053310872,-0.055890292,0.124479383,-0.124218464,-0.089596551,0.03968662,-0.145657242,-0.118263353,-0.043975771,-0.125861168,-0.138823141,0.028349429,-0.224256248,-0.068818916,0.026446342,-0.268916756,-0.116643388,0.042302757,-0.19506985,-0.134583358,0.035608321,-0.168436289,-0.139696349,-0.042902112,-0.212848962,-0.065692227,-0.043047637,-0.25468874,-0.115717348,-0.00908202,-0.175415099,-0.127952788,-0.009826452,-0.159083546,-0.130271111,-0.102755487,-0.192366004,-0.069126207,-0.119575173,-0.243942351,-0.124164593,-0.071447313,-0.164566756,-0.124570865,-0.058047206,-0.129280389,-0.11379325,-0.162286848,-0.165045172,-0.075655807,-0.207295612,-0.237126261,-0.100376215,-0.216821358,-0.277343363,-0.099524487,-0.236176059,-0.33712408,-0.097404782
I,Left,0.164745987,-0.092751205,-0.069192333,0.298749924,-0.23136127,-0.101815653,0.285381735,-0.351533293,-0.138262076,0.187630058,-0.367795169,-0.168564421,0.192217589,-0.373203754,-0.044278344,0.178664983,-0.46651265,-0.129390476,0.164787472,-0.383246243,-0.176202399,0.162835896,-0.305862427,-0.195180905,0.056139648,-0.378598034,-0.053830997,0.045066834,-0.446683168,-0.174920616,0.058836461,-0.288673401,-0.219088448,0.081518531,-0.179009139,-0.222583649,-0.068717122,-0.362777769,-0.077516017,-0.083526432,-0.447698831,-0.192073551,-0.049165159,-0.293328583,-0.205666659,-0.015599846,-0.179507315,-0.183384893,-0.181615799,-0.324221611,-0.107232941,-0.187216103,-0.468143165,-0.16226278,-0.190978169,-0.544279456,-0.172491906,-0.192647218,-0.623203546,-0.170774264
I,Left,0.173881799,-0.074572742,-0.062362997,0.319820851,-0.209273219,-0.083862642,0.308030098,-0.346675694,-0.109467858,0.182382256,-0.34389615,-0.126650976,0.154278248,-0.367939651,-0.007951831,0.166064232,-0.477835714,-0.083588647,0.164255172,-0.380995035,-0.120721521,0.162351101,-0.291645646,-0.125973644,0.03903988,-0.369064867,-0.011041771,0.053259164,-0.44096443,-0.11848695,0.06920138,-0.288217485,-0.157833429,0.073312133,-0.17925471,-0.152528809,-0.068601579,-0.355975747,-0.028007014,-0.065691292,-0.443133264,-0.12894729,-0.023646116,-0.297912299,-0.141552018,0.005544543,-0.189251542,-0.114490392,-0.173875243,-0.329290807,-0.049978772,-0.168213695,-0.457056999,-0.089572305,-0.149975211,-0.535776555,-0.094818333,-0.132078588,-0.619701743,-0.086890595
I,Left,0.086344362,-0.043486714,-0.133160535,0.125988663,-0.120945334,-0.218223545,0.051245869,-0.201185048,-0.283095974,-0.060546934,-0.227123857,-0.332951802,0.066221774,-0.294479221,-0.171631831,0.038953841,-0.310563415,-0.265030342,0.038541198,-0.222469389,-0.308781821,0.050057769,-0.190250456,-0.332166898,-0.027504205,-0.295206368,-0.147472653,-0.047489345,-0.314933896,-0.248278099,-0.019748985,-0.20749861,-0.272595394,0.003434122,-0.181262791,-0.279010433,-0.114885628,-0.275012463,-0.138207483,-0.140272855,-0.303563625,-0.241404864,-0.08126539,-0.199299157,-0.254782516,-0.038336336,-0.140128374,-0.248343605,-0.185898602,-0.2421785,-0.138041231,-0.256851613,-0.308945388,-0.207801628,-0.307194054,-0.362923145,-0.239021826,-0.35877487,-0.435281575,-0.257452238
I,Left,0.084184945,-0.055050671,-0.129852545,0.114398658,-0.139274896,-0.213204932,0.031030834,-0.211395681,-0.280596104,-0.086309314,-0.228979052,-0.332318273,0.040451884,-0.313639462,-0.152240258,0.018209875,-0.323602558,-0.253987965,0.021535754,-0.235304416,-0.301633235,0.03044194,-0.201206029,-0.323050406,-0.05881536,-0.300265551,-0.132358294,-0.079689503,-0.309430004,-0.241186243,-0.043995977,-0.202561021,-0.266968336,-0.019177556,-0.17868799,-0.269815144,-0.145889998,-0.266167313,-0.129362341,-0.173689008,-0.285490156,-0.240506646,-0.106915832,-0.182693005,-0.249238905,-0.060122728,-0.12647003,-0.234229725,-0.218391776,-0.223200858,-0.135892358,-0.293096423,-0.282660246,-0.203767609,-0.34787631,-0.330548764,-0.227136072,-0.404390335,-0.396133393,-0.237029042
I,Left,0.062842846,-0.061131775,-0.055042242,0.074362815,-0.148871779,-0.081186005,-0.00606209,-0.197422564,-0.099595555,-0.082345485,-0.20223552,-0.107069725,0.04616499,-0.2373088,-0.052547065,0.044632316,-0.28511247,-0.08668165,0.038365126,-0.215172767,-0.097262645,0.0384475,-0.196413427,-0.103589924,-0.023450196,-0.231335461,-0.047015039,-0.02585423,-0.278868615,-0.089672768,-0.016754091,-0.197032869,-0.09588846,-0.007125407,-0.180122703,-0.094478974,-0.088196426,-0.209987789,-0.048907348,-0.107904136,-0.259182542,-0.099282929,-0.073038637,-0.207337558,-0.101172024,-0.045553326,-0.184323549,-0.094009334,-0.152469903,-0.1807473,-0.053718188,-0.225191533,-0.240611434,-0.08449609,-0.275400445,-0.27576968,-0.091160612,-0.322633207,-0.323233902,-0.094149889
I,Left,0.058702111,-0.060171485,-0.056882572,0.067984283,-0.140492916,-0.087002859,-0.010764658,-0.187252283,-0.109294594,-0.085480243,-0.197214365,-0.121633262,0.04135263,-0.234084547,-0.056088705,0.036007285,-0.271036238,-0.094434537,0.027471245,-0.210026324,-0.109498531,0.026286841,-0.187583655,-0.117465429,-0.028508037,-0.224617094,-0.050400708,-0.03749302,-0.266755998,-0.098218248,-0.026789188,-0.191764474,-0.109344192,-0.016220152,-0.167357177,-0.109669611,-0.092076212,-0.201073259,-0.05206348,-0.118845373,-0.243304014,-0.10513372,-0.082187891,-0.198302329,-0.111671493,-0.052924037,-0.176122278,-0.106461227,-0.153340876,-0.169455141,-0.056613323,-0.221476376,-0.222868264,-0.088766665,-0.270695209,-0.255894214,-0.097719871,-0.320020005,-0.300223231,-0.101682544
I,Left,0.063516199,-0.047823191,-0.051408471,0.080294668,-0.131348073,-0.075151139,0.005782187,-0.184638351,-0.092427173,-0.070230753,-0.193639249,-0.100867913,0.064368069,-0.218776613,-0.03618984,0.067907512,-0.269748509,-0.070111611,0.050834357,-0.217816651,-0.085451872,0.044788658,-0.188439339,-0.092802004,-0.005152434,-0.220521569,-0.031370987,-0.010326028,-0.27373448,-0.075609871,-0.009465844,-0.211385459,-0.091856295,-0.001977623,-0.183269262,-0.09386442,-0.071137131,-0.208067655,-0.034139664,-0.089430869,-0.264645368,-0.081343309,-0.065162033,-0.231191754,-0.091737324,-0.044831455,-0.209888667,-0.088459485,-0.137326837,-0.185529143,-0.039781758,-0.206580133,-0.249686926,-0.067526662,-0.252299473,-0.291701853,-0.076379919,-0.293616653,-0.341296255,-0.079755278
I,Left,0.109711826,-0.038044095,-0.110633485,0.158807099,-0.148047269,-0.166778333,0.058413446,-0.216871977,-0.208961703,-0.067473173,-0.239676893,-0.236334137,0.117663741,-0.3101874,-0.122045956,0.156907618,-0.391297221,-0.2206892,0.148065567,-0.309708357,-0.253800414,0.115488172,-0.262545467,-0.258801691,0.003915369,-0.320863724,-0.106502145,0.01797533,-0.427806497,-0.210246451,0.03328532,-0.333365142,-0.225326784,0.030423641,-0.290766001,-0.213218204,-0.093611717,-0.303667188,-0.106328964,-0.098052979,-0.347934663,-0.22111059,-0.050897598,-0.254748583,-0.224777199,-0.033232689,-0.214930415,-0.195520542,-0.191367745,-0.275258303,-0.111969053,-0.233608276,-0.395150244,-0.177233688,-0.248732269,-0.462954581,-0.182919092,-0.270516515,-0.543751896,-0.172483526
I,Left,0.109824717,-0.041103959,-0.117285406,0.170389653,-0.151199639,-0.176665244,0.066308439,-0.216258347,-0.220847977,-0.059193551,-0.233265102,-0.246818228,0.102880001,-0.320161611,-0.121689623,0.139300108,-0.388529003,-0.230250655,0.127300322,-0.296818376,-0.269727601,0.095337809,-0.260559082,-0.278654171,-0.012760818,-0.325207502,-0.105815759,-0.004673957,-0.413124502,-0.220757482,0.014806748,-0.303245485,-0.237149877,0.013868332,-0.277908027,-0.22332452,-0.108749151,-0.301993609,-0.107586121,-0.11730355,-0.32516855,-0.230254216,-0.06262052,-0.22446245,-0.22749239,-0.04199922,-0.197354496,-0.192418439,-0.201955646,-0.272932947,-0.116748033,-0.250445962,-0.378693551,-0.187359316,-0.273333191,-0.43795082,-0.191470636,-0.306624531,-0.524745315,-0.178184269
I,Left,0.113489807,-0.038981378,-0.111276865,0.161213398,-0.156084895,-0.165718548,0.060357154,-0.229489625,-0.205650889,-0.070816278,-0.254677355,-0.229998045,0.122443795,-0.317065627,-0.124431476,0.165921212,-0.401626826,-0.224973671,0.152920485,-0.312036157,-0.256163262,0.11641258,-0.257226169,-0.259862922,0.004715324,-0.33087799,-0.109445177,0.01712966,-0.447047472,-0.217595898,0.033673406,-0.337444931,-0.228152998,0.027306259,-0.285461664,-0.210817688,-0.096925974,-0.315367371,-0.110343412,-0.100553333,-0.376100451,-0.227224134,-0.049124062,-0.276048184,-0.223017596,-0.035553753,-0.232228518,-0.187596701,-0.197369575,-0.286997497,-0.117493712,-0.246144414,-0.414629936,-0.187308185,-0.261335849,-0.485066533,-0.192952983,-0.288189292,-0.572277636,-0.18160265
I,Left,0.100635469,-0.068603754,-0.069088092,0.151910245,-0.155595243,-0.113630106,0.035812735,-0.186046183,-0.152349366,-0.084077895,-0.163387715,-0.181885941,0.049867451,-0.282497167,-0.093693187,0.05672127,-0.339633733,-0.150631664,0.057600379,-0.243680775,-0.17236918,0.05056417,-0.202620267,-0.183143807,-0.044047475,-0.269869327,-0.093508152,-0.043242932,-0.335912078,-0.161267413,-0.015552998,-0.229597508,-0.180714963,-0.008425176,-0.193082928,-0.189513353,-0.127041281,-0.248552441,-0.100964477,-0.14419049,-0.334102243,-0.171122847,-0.090209216,-0.234923064,-0.178967295,-0.064365626,-0.180271804,-0.175972594,-0.205557168,-0.218753457,-0.112300066,-0.279259295,-0.301190018,-0.146787969,-0.308145136,-0.34422639,-0.155979899,-0.342748642,-0.415087968,-0.165802596
I,Left,0.108143926,-0.068272472,-0.083496492,0.165348053,-0.162298203,-0.133080307,0.043383479,-0.192681373,-0.174690161,-0.080303252,-0.162672997,-0.205677111,0.049845219,-0.304676503,-0.1018061,0.044411719,-0.359357328,-0.163443569,0.053644001,-0.255559147,-0.187325451,0.050712168,-0.219665289,-0.199263055,-0.050869882,-0.29225579,-0.095996704,-0.061580062,-0.362756908,-0.169251624,-0.024320603,-0.246419847,-0.189231831,-0.015902579,-0.214560867,-0.197481278,-0.140557289,-0.269568503,-0.099343229,-0.168069661,-0.362621725,-0.174910981,-0.104795575,-0.254601241,-0.182114635,-0.077113509,-0.198344946,-0.177582178,-0.226644993,-0.23721385,-0.107884873,-0.307460278,-0.325659633,-0.145223547,-0.340393573,-0.370420069,-0.155658606,-0.382785171,-0.444200635,-0.166145835
I,Left,0.108036875,-0.061112821,-0.072954077,0.164623201,-0.146020114,-0.118267644,0.050017893,-0.188404679,-0.155466009,-0.06624794,-0.15943569,-0.182302732,0.062860131,-0.260042816,-0.099013101,0.072779536,-0.320011288,-0.148872364,0.06911546,-0.226835132,-0.162533853,0.062705338,-0.190351307,-0.169209737,-0.027635515,-0.253250748,-0.095654797,-0.021326781,-0.320671886,-0.154923785,0.000696242,-0.217251301,-0.1665808,0.007626056,-0.19224906,-0.172116283,-0.108384311,-0.237184703,-0.099849719,-0.124006331,-0.321211875,-0.164172355,-0.074448765,-0.216968775,-0.168096665,-0.050638676,-0.164402247,-0.164538328,-0.18471542,-0.211959899,-0.108443368,-0.25270173,-0.294166207,-0.140777994,-0.279135108,-0.336997837,-0.150002036,-0.313208342,-0.408467114,-0.16150846
I,Left,0.117198765,-0.037154794,-0.082305294,0.206966698,-0.140848458,-0.124328885,0.157401621,-0.261903584,-0.159813467,0.047279358,-0.31533584,-0.181278203,0.199822128,-0.291437298,-0.057278369,0.234464407,-0.374150932,-0.134318206,0.19582814,-0.290006191,-0.170643915,0.166063368,-0.231768787,-0.176629681,0.104976058,-0.318206072,-0.04959891,0.118939876,-0.397586405,-0.129668538,0.10657537,-0.318943203,-0.153780032,0.10541749,-0.279298425,-0.14868689,0.0117791,-0.32525292,-0.056649044,0.00622791,-0.364348233,-0.139077906,0.014988542,-0.251774013,-0.145579789,0.021098614,-0.174069941,-0.122251499,-0.07869941,-0.323851585,-0.069638226,-0.07460469,-0.426033825,-0.097116295,-0.069578439,-0.482958615,-0.089411665,-0.061246127,-0.540861666,-0.074557047
I,Left,0.120205998,-0.067275942,-0.080460709,0.192880869,-0.194619596,-0.119076107,0.124209046,-0.30995369,-0.152699646,0.001416922,-0.351019711,-0.172717986,0.156142831,-0.347207398,-0.053555083,0.186147392,-0.435472578,-0.131468666,0.153533518,-0.345578015,-0.168316585,0.134726107,-0.281185687,-0.17423321,0.051384985,-0.359766633,-0.047747639,0.057266891,-0.446032405,-0.133692649,0.051047504,-0.366244913,-0.160130379,0.05793035,-0.317843348,-0.154488412,-0.048747718,-0.350617171,-0.056634084,-0.055339217,-0.386159897,-0.145490569,-0.027284086,-0.269433618,-0.153310624,-0.003035605,-0.184997261,-0.127902833,-0.140393972,-0.332294316,-0.071157393,-0.154080212,-0.442890376,-0.099976172,-0.160154462,-0.508433253,-0.091751669,-0.159252822,-0.570785314,-0.075829011
