label,handedness,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
H,Left,0.765521407,0.542905509,9.16E-07,0.742102921,0.46477139,-0.087555282,0.643806875,0.420577735,-0.113751508,0.543945313,0.447940767,-0.12970902,0.456430972,0.481525391,-0.1401252,0.515783131,0.398049891,-0.050869148,0.389369428,0.388146102,-0.094873175,0.308237195,0.391434848,-0.121855609,0.236673057,0.395498157,-0.137282178,0.494391561,0.45538348,-0.037305012,0.346701324,0.448328435,-0.092036597,0.249992371,0.446836531,-0.12386591,0.169842362,0.445132375,-0.133563414,0.507894337,0.510053873,-0.034260575,0.431030393,0.536476314,-0.129372761,0.527328908,0.532730281,-0.147805959,0.597620368,0.52373898,-0.128451213,0.543614984,0.561198294,-0.036209535,0.494668335,0.571394503,-0.122516915,0.570253313,0.564769804,-0.132064044,0.62691772,0.555865765,-0.115942888
H,Left,0.853476882,0.675567985,8.66E-07,0.82807076,0.58499366,-0.087932684,0.731588483,0.520391166,-0.103194885,0.626198292,0.532462597,-0.109078944,0.539937735,0.574161828,-0.108614691,0.606772244,0.478538334,-0.024083538,0.472587079,0.446328342,-0.042326849,0.39422214,0.439344972,-0.059417367,0.322451472,0.433633924,-0.074387006,0.569603801,0.533805251,-0.004939421,0.427607656,0.493720114,-0.033826604,0.338335752,0.47508359,-0.065795667,0.258103341,0.454231918,-0.086627722,0.564267933,0.594846129,0.002076222,0.432887882,0.581730008,-0.066061281,0.507751346,0.60228622,-0.09672451,0.579315245,0.616295099,-0.096712433,0.578484654,0.652422071,0.002452116,0.478535026,0.638933122,-0.062910356,0.504588664,0.637094676,-0.088027708,0.544130623,0.635003209,-0.093416736
H,Left,0.873240113,0.657414615,8.66E-07,0.845184326,0.576044321,-0.086135224,0.751354575,0.521632969,-0.100723334,0.652619898,0.538862348,-0.105680995,0.572647274,0.583855748,-0.10426145,0.626249552,0.489031464,-0.024833228,0.495957494,0.467161149,-0.042791132,0.41973573,0.465481043,-0.0601108,0.349242687,0.464007497,-0.075333446,0.594795763,0.54395169,-0.005579965,0.456757843,0.514836431,-0.033704743,0.368777901,0.502083957,-0.065612338,0.289853007,0.48565495,-0.086659908,0.593479812,0.602662265,0.002031177,0.466856301,0.598316908,-0.063454092,0.541636288,0.615383565,-0.0928839,0.611597419,0.624862731,-0.092803985,0.610503078,0.656431615,0.003135842,0.513461173,0.65380609,-0.060273256,0.543487608,0.65180409,-0.083739258,0.586207032,0.647754788,-0.08799123
H,Left,0.893587232,0.646220744,8.48E-07,0.872253656,0.56826371,-0.098893642,0.768790841,0.519093692,-0.117313899,0.66376698,0.534905672,-0.122283824,0.581480622,0.581386924,-0.11979755,0.643776536,0.485044539,-0.045685872,0.508274019,0.46696189,-0.071403429,0.431465358,0.468447626,-0.093299031,0.359146357,0.468909621,-0.110420495,0.612322271,0.541345775,-0.020200301,0.46794349,0.518312395,-0.054645725,0.375570655,0.509536505,-0.090589501,0.294682264,0.495555907,-0.113752544,0.609606445,0.601667941,-0.006665986,0.487716049,0.600436568,-0.077000692,0.566213727,0.616999269,-0.109339021,0.638265431,0.624027729,-0.109939948,0.623914719,0.656190455,-0.000350702,0.529376626,0.65462476,-0.063923031,0.563260555,0.65483278,-0.086553879,0.608847737,0.652732611,-0.089905672
H,Left,0.698755741,0.662253201,9.36E-07,0.677280247,0.586316228,-0.096480362,0.581990123,0.553980291,-0.128005907,0.482117325,0.574910879,-0.148974925,0.385348737,0.584591508,-0.164156362,0.451589853,0.509616852,-0.061271153,0.320043117,0.494011581,-0.104641415,0.238453194,0.493080437,-0.130589396,0.165468097,0.495054454,-0.145563126,0.422350228,0.563936293,-0.042594809,0.273108661,0.54305011,-0.096513398,0.179289639,0.535756886,-0.128134802,0.102810085,0.531414449,-0.139553577,0.425344437,0.621544361,-0.035448935,0.33156845,0.643061638,-0.125258029,0.423280001,0.651977181,-0.145968676,0.495628744,0.649984062,-0.130630866,0.44518888,0.678139687,-0.034364253,0.374354601,0.691610157,-0.112808622,0.434925914,0.692262173,-0.125180691,0.488176107,0.685886741,-0.114324793
H,Left,0.725625455,0.701171696,1.11E-06,0.698150635,0.622881889,-0.104143754,0.586842895,0.593861163,-0.137015209,0.481509209,0.625386238,-0.158604115,0.378186822,0.645171106,-0.173316613,0.442496449,0.554494619,-0.060034636,0.298606247,0.546769023,-0.107071526,0.2091261,0.549971998,-0.135107324,0.131044239,0.55553782,-0.150490806,0.417114884,0.61591965,-0.041016821,0.252513349,0.603774846,-0.100580424,0.149421781,0.599994779,-0.134043977,0.067026287,0.59826839,-0.143529922,0.426729977,0.677981257,-0.035249613,0.330368102,0.706901789,-0.137634531,0.435703278,0.708603978,-0.159764171,0.513425171,0.700946093,-0.139782086,0.454681784,0.737905562,-0.035892073,0.381725013,0.758913994,-0.124704421,0.4521209,0.755185843,-0.137276575,0.507872641,0.743576646,-0.122845493
H,Left,0.745347023,0.67889142,1.06E-06,0.711771369,0.602674663,-0.095133685,0.60941869,0.581305861,-0.124607228,0.512478888,0.615812361,-0.145002246,0.416890681,0.645708621,-0.159052178,0.469302386,0.555402458,-0.049780849,0.335329533,0.555813074,-0.093411773,0.251420379,0.564652026,-0.120928384,0.177431226,0.574705899,-0.136608019,0.446648806,0.615190029,-0.03360394,0.291669965,0.613042235,-0.089314334,0.192279339,0.616708159,-0.123824902,0.111913353,0.620664537,-0.135725379,0.457692474,0.674037457,-0.029794239,0.366142005,0.708591521,-0.1250671,0.462397575,0.704235196,-0.148548499,0.536205053,0.692898214,-0.132031828,0.487462074,0.729536951,-0.031942572,0.41426304,0.752129793,-0.112651676,0.473569959,0.744744122,-0.124886952,0.524311304,0.732183456,-0.112557575
H,Left,0.160262704,0.659884512,7.01E-07,0.22806564,0.504403532,0.047586802,0.359878242,0.445470273,0.080620281,0.474950641,0.471507967,0.108702704,0.529216528,0.532496393,0.138385847,0.479474008,0.47302106,0.028016375,0.669757724,0.462665915,0.03989375,0.773528695,0.468813837,0.051725913,0.851902366,0.479762971,0.065454751,0.510539174,0.573940933,0.020412643,0.700547934,0.542343915,0.046309453,0.819172919,0.527225256,0.065368392,0.900309682,0.523801625,0.082389221,0.513352454,0.669188499,0.019885818,0.60805136,0.616573572,0.056820553,0.563941181,0.592419982,0.083630763,0.507833719,0.591384947,0.107421599,0.497838169,0.745743692,0.022393785,0.578370452,0.69462508,0.066779464,0.544120848,0.668727994,0.103234768,0.494294256,0.674960971,0.134836391
H,Left,0.22390005,0.634186625,1.06E-06,0.269253343,0.492226183,0.04227075,0.405244917,0.437800288,0.067449458,0.525348902,0.470515698,0.091088898,0.587356448,0.532383084,0.116776571,0.483209014,0.450682551,-0.008883817,0.683626235,0.416773707,-0.004705039,0.791535199,0.409056693,0.007749064,0.875448942,0.41331026,0.021505278,0.522689223,0.548262358,-0.017685646,0.724483073,0.495156854,-0.009527318,0.850627065,0.467172325,0.006730579,0.94099009,0.461108088,0.02281207,0.536688626,0.638507783,-0.016395167,0.662833989,0.582174182,0.010571133,0.614311934,0.554011464,0.053807706,0.556531727,0.554947495,0.089906089,0.529903233,0.713103831,-0.012541353,0.624141693,0.655348659,0.024196893,0.59067595,0.624740005,0.068427332,0.543543756,0.631154239,0.106363773
H,Left,0.175675303,0.651025355,9.16E-07,0.237726599,0.509897411,0.053051952,0.371441722,0.463475734,0.083500206,0.487034976,0.49978444,0.109650865,0.540822983,0.561669707,0.138046011,0.467014968,0.479444444,0.009119176,0.66356802,0.465576351,0.018088391,0.765372455,0.468167722,0.033840925,0.842095196,0.479872257,0.050068442,0.499958038,0.572589457,-0.002120306,0.700205505,0.537177205,0.002976722,0.821998835,0.517212629,0.015548952,0.906401992,0.517680049,0.030255133,0.503754914,0.658930123,-0.002102887,0.617854416,0.614603281,0.024099223,0.572367609,0.583878517,0.062308304,0.515324533,0.57997942,0.095665962,0.489588439,0.729413509,0.001524233,0.579928339,0.682492971,0.042616181,0.549047291,0.652030408,0.086519651,0.502328455,0.655060768,0.123509064
H,Left,0.199452221,0.681518853,8.51E-07,0.241634518,0.536712825,0.027397297,0.371869743,0.477713943,0.045270525,0.490304023,0.501818419,0.060150612,0.546699584,0.562689483,0.075261824,0.457594037,0.488855004,-0.005133567,0.648367286,0.45608145,-0.004105106,0.753335536,0.449222624,0.004976142,0.83156991,0.451334238,0.016515816,0.498500675,0.579928517,-0.012777219,0.689197063,0.5273332,-0.005349332,0.808237016,0.499688327,0.004747086,0.892351031,0.492250144,0.016084196,0.511417806,0.667156398,-0.013371005,0.622213542,0.613789916,0.001553863,0.575034618,0.588941932,0.026517792,0.516313434,0.589544296,0.051587738,0.505216956,0.73852843,-0.011991061,0.588106275,0.683018923,0.013201291,0.553835392,0.656044304,0.046076156,0.504968882,0.664600194,0.076075926
I,Left,0.574941993,0.637522817,-7.51E-07,0.655313194,0.578335404,-0.05392275,0.711005807,0.496292531,-0.086420573,0.671186626,0.418018669,-0.112422079,0.587942362,0.409517467,-0.13092567,0.646478176,0.398751438,-0.062490776,0.657534361,0.34659791,-0.104385719,0.650457382,0.409238219,-0.122378938,0.646679699,0.438254118,-0.130897507,0.580357552,0.401794076,-0.059662886,0.587894976,0.353762746,-0.108563773,0.604167819,0.433620602,-0.121551208,0.612656713,0.470612496,-0.124092981,0.516504347,0.418470502,-0.063210145,0.515374005,0.371390939,-0.118593872,0.559791505,0.443333656,-0.126348495,0.585066199,0.492707312,-0.121294655,0.455695987,0.444111437,-0.069512323,0.403929532,0.372699082,-0.101334952,0.372521818,0.326856554,-0.112234585,0.341099501,0.272520214,-0.118703701
I,Left,0.62775445,0.656304836,-8.54E-07,0.71723938,0.58796519,-0.057123639,0.772242427,0.502683282,-0.094031416,0.730058551,0.424267679,-0.125552267,0.642059624,0.413072407,-0.149783432,0.700300455,0.399730653,-0.069396324,0.712137699,0.343463629,-0.119069368,0.70687288,0.411805362,-0.141376302,0.705351114,0.446022958,-0.151665106,0.628224552,0.403880328,-0.067835554,0.637112558,0.347446054,-0.124596313,0.654907167,0.432555169,-0.14090775,0.665615082,0.472534746,-0.145000562,0.55900681,0.422654539,-0.073155969,0.560224771,0.368332267,-0.136232257,0.609378159,0.447631329,-0.144669563,0.63934654,0.504503548,-0.138550505,0.494022965,0.450190008,-0.081445158,0.437892914,0.372079998,-0.117059328,0.404288352,0.319642037,-0.128870621,0.372721136,0.25875929,-0.135899037
I,Left,0.601213872,0.645399272,-7.92E-07,0.675207496,0.577282906,-0.053753283,0.71677947,0.489251286,-0.085388549,0.669036448,0.416311741,-0.111760348,0.58646816,0.415730417,-0.130665809,0.638704538,0.406393319,-0.057042234,0.648617029,0.349987954,-0.100237548,0.646716952,0.41233331,-0.118929096,0.645485699,0.444475263,-0.126947924,0.572859108,0.411877751,-0.054294005,0.577738881,0.356921375,-0.105502665,0.599788487,0.431293726,-0.12068478,0.612456441,0.467184067,-0.123134464,0.511315465,0.430532336,-0.058334209,0.512381792,0.381784558,-0.115876615,0.565247595,0.447178543,-0.124435619,0.597572923,0.495828032,-0.117923446,0.453533053,0.459192753,-0.065314762,0.395444989,0.393849254,-0.096773922,0.359018207,0.3490358,-0.107549272,0.32389766,0.297116846,-0.113171883
I,Left,0.633264601,0.7270028,-1.08E-06,0.747629881,0.638351798,-0.098990306,0.794166505,0.518663645,-0.145610869,0.660838842,0.477708638,-0.181610614,0.544911385,0.487734199,-0.20064044,0.702404141,0.361510158,-0.08947438,0.673076272,0.30330056,-0.163283691,0.682939231,0.414330453,-0.190310791,0.69438827,0.432865292,-0.20327428,0.594410837,0.373429984,-0.074974217,0.568509638,0.307724655,-0.166487277,0.590663195,0.435559422,-0.183214426,0.604849577,0.447503984,-0.180019006,0.500316978,0.404438555,-0.074232057,0.467312485,0.3187491,-0.166621029,0.502588511,0.435223788,-0.159628913,0.521182537,0.471869826,-0.135877669,0.410414875,0.448557913,-0.081180349,0.376269102,0.357871592,-0.132472172,0.364010572,0.310666949,-0.139267102,0.345766783,0.229504421,-0.137824968
I,Left,0.615068614,0.725996494,-1.44E-06,0.716106713,0.628218293,-0.09936963,0.750696659,0.504651666,-0.137387097,0.620025039,0.482011288,-0.158925518,0.503090262,0.513774574,-0.166967601,0.64448905,0.372832656,-0.108792141,0.626091599,0.312040389,-0.176808253,0.634689271,0.424735695,-0.214447066,0.630660117,0.443434745,-0.238705456,0.545857489,0.398348927,-0.086170986,0.527254581,0.316742122,-0.147567689,0.548414588,0.45203194,-0.172277451,0.551666796,0.456045896,-0.190149754,0.458455414,0.434121579,-0.073517799,0.432436854,0.334470451,-0.1283838,0.458673209,0.445825905,-0.129803509,0.47668317,0.488970757,-0.128757268,0.380479813,0.487813056,-0.069326669,0.334435433,0.388464063,-0.094435699,0.319593102,0.338998526,-0.099602178,0.311247528,0.276346505,-0.107278883
I,Left,0.668613315,0.84399426,-1.36E-06,0.786394417,0.794293702,-0.105080336,0.867986143,0.722521901,-0.169615313,0.798559368,0.6892941,-0.223590329,0.686900735,0.705791831,-0.26713109,0.752753854,0.578617096,-0.14497377,0.788440585,0.538323879,-0.228897661,0.78296119,0.639389277,-0.256475717,0.75240612,0.66924262,-0.26472199,0.661612093,0.57710278,-0.12825191,0.706178784,0.535108149,-0.21950011,0.715380013,0.656069696,-0.236908466,0.695545197,0.679594696,-0.2375613,0.579021454,0.593332529,-0.12135265,0.607804418,0.534857869,-0.222648516,0.640618861,0.648046494,-0.222178683,0.635313749,0.694753528,-0.200380564,0.492657483,0.623306215,-0.120277457,0.447278738,0.525312901,-0.182716951,0.424414873,0.474154413,-0.190894321,0.395555198,0.398371339,-0.186609969
I,Left,0.615912914,0.830937147,-7.12E-07,0.736374915,0.776021838,-0.070421942,0.822434306,0.705291152,-0.118429221,0.749282241,0.675934374,-0.163947806,0.648739994,0.696723998,-0.2046846,0.680935502,0.556962788,-0.097207025,0.724300265,0.490103781,-0.154425979,0.73128736,0.544432282,-0.174381942,0.699333191,0.545964718,-0.182492793,0.594251692,0.564120889,-0.099486202,0.645256341,0.52409488,-0.176291794,0.675520778,0.641409159,-0.197509378,0.65824914,0.682877958,-0.201225758,0.52150774,0.590307117,-0.108261272,0.55618602,0.54249835,-0.194018051,0.604497373,0.658147335,-0.199653789,0.603688717,0.711639166,-0.184836999,0.449597955,0.625227869,-0.120286852,0.411628067,0.529788256,-0.162868455,0.400628567,0.483124435,-0.164508834,0.373910427,0.41599679,-0.161924109
I,Left,0.61469394,0.827892423,-6.81E-07,0.73257345,0.784642458,-0.080907308,0.813542902,0.718345165,-0.133880332,0.733003378,0.685032785,-0.177954942,0.628748536,0.701969564,-0.212315947,0.689617455,0.551369071,-0.12251614,0.729386151,0.524622679,-0.181597888,0.732978404,0.629174232,-0.196448252,0.699848413,0.653026342,-0.200013116,0.597357035,0.556447923,-0.118768893,0.635999203,0.524450541,-0.182981342,0.66697818,0.639704108,-0.194094554,0.65534699,0.655638397,-0.198795319,0.516765416,0.577652812,-0.122044004,0.542194307,0.530276179,-0.197548285,0.595108807,0.650599837,-0.199906051,0.597897947,0.69680047,-0.191194296,0.438356102,0.604953766,-0.129114732,0.394795507,0.507939696,-0.167339265,0.381115347,0.457971305,-0.170355752,0.350667357,0.377577364,-0.174107626
I,Left,0.652104139,0.846624374,-8.16E-07,0.725801766,0.822289705,-0.161564842,0.712166488,0.739605367,-0.238137573,0.600973248,0.672799945,-0.284699827,0.496136487,0.636561692,-0.309298784,0.773794413,0.571848035,-0.223457053,0.659629941,0.567689776,-0.320040494,0.66213727,0.663287044,-0.338260859,0.690964222,0.691348135,-0.337254047,0.668352723,0.559440494,-0.174154654,0.574690044,0.586102903,-0.294919461,0.595045209,0.686899304,-0.309316039,0.64456737,0.711710453,-0.300537288,0.571155727,0.572643459,-0.13793695,0.482767642,0.607572019,-0.259746313,0.495349914,0.711687803,-0.260538727,0.533113718,0.757031441,-0.235026896,0.480634749,0.594414115,-0.112100802,0.416745961,0.51045233,-0.20192872,0.368221939,0.457916737,-0.230179012,0.336044192,0.399590015,-0.235725209
I,Left,0.457689703,0.77798599,-1.05E-06,0.592361927,0.6752823,-0.035777036,0.68805337,0.551816106,-0.056125473,0.667900205,0.437204987,-0.081217334,0.559072316,0.429885447,-0.101466499,0.540502191,0.443863004,-0.010020341,0.591537774,0.36286518,-0.05738464,0.615468621,0.454060167,-0.085537501,0.610096574,0.510033309,-0.096587345,0.458702832,0.44841826,-0.019694449,0.509852469,0.368020505,-0.082184963,0.543109953,0.478638411,-0.11575675,0.540241361,0.546688318,-0.124789253,0.376797527,0.461649776,-0.036029171,0.440288514,0.380434394,-0.101153888,0.48699683,0.484752327,-0.112660557,0.490448326,0.562133491,-0.101735525,0.289150894,0.487408102,-0.054027032,0.275422394,0.368084848,-0.082108274,0.290979385,0.292418957,-0.084218189,0.302948564,0.217607424,-0.081007876
I,Left,0.457331896,0.838728309,-1.52E-06,0.587967098,0.726285219,-0.024971925,0.661778331,0.594279945,-0.039406177,0.646672487,0.482853055,-0.064885363,0.547185361,0.491268396,-0.086801901,0.507501483,0.475357175,0.012385666,0.558849871,0.395025164,-0.046390839,0.583756089,0.492062092,-0.085421406,0.577810407,0.563257992,-0.099747144,0.427679598,0.490036726,-0.003553304,0.482517838,0.415632397,-0.071859732,0.517766535,0.525664568,-0.109651156,0.518396854,0.598763227,-0.119819589,0.35065037,0.513174355,-0.027879249,0.4167808,0.43555218,-0.099164777,0.464570045,0.535431385,-0.114062347,0.471505255,0.609892964,-0.102170378,0.270840704,0.548039794,-0.05351381,0.263723016,0.424673617,-0.083147094,0.282870293,0.348855495,-0.081937239,0.300706357,0.277850211,-0.073676787
I,Left,0.390603721,0.813618124,-1.11E-06,0.537463129,0.732853532,-0.030039806,0.639457345,0.62327826,-0.046213027,0.638514876,0.509005189,-0.068607531,0.536548972,0.487614304,-0.087509759,0.521643043,0.497299552,-0.002284026,0.579710901,0.427131742,-0.048910543,0.590051532,0.519781411,-0.079266153,0.577264071,0.573188007,-0.092549004,0.444416285,0.493550569,-0.013528394,0.499506593,0.421206445,-0.072123781,0.519569635,0.528470457,-0.104374878,0.512362719,0.589333653,-0.114658907,0.364646018,0.498369277,-0.03148365,0.431922734,0.428640246,-0.093103752,0.468900204,0.528937697,-0.103451997,0.467930973,0.59877187,-0.093913242,0.277938366,0.512849808,-0.051020604,0.283287048,0.399614453,-0.076729365,0.308061481,0.332804322,-0.07685636,0.328845471,0.266866952,-0.073340796
I,Left,0.459468544,0.631408334,-6.11E-07,0.507847726,0.614263713,-0.048160065,0.57152915,0.560808659,-0.074762106,0.628705978,0.515783548,-0.098611102,0.667956233,0.478073835,-0.118032895,0.528272152,0.518946469,-0.058405146,0.551032364,0.513594925,-0.121946745,0.551061928,0.597824693,-0.154680684,0.528867722,0.639079928,-0.169268295,0.449341714,0.528343141,-0.059594005,0.493334562,0.510043919,-0.131707251,0.507445991,0.606576741,-0.152595699,0.492289901,0.644212723,-0.155151054,0.390363812,0.547468126,-0.068273373,0.417569995,0.529356182,-0.140305758,0.440136194,0.614449143,-0.138602242,0.429645777,0.643334866,-0.122528397,0.341724217,0.57307899,-0.0792519,0.355692744,0.578127801,-0.126072004,0.36368835,0.627162218,-0.124430411,0.351085335,0.640470803,-0.115447558
I,Left,0.702774107,0.8198542,-9.81E-07,0.776271641,0.798820972,-0.118502662,0.78037864,0.737748384,-0.185256958,0.661814094,0.701886714,-0.235588759,0.5588153,0.690138638,-0.269439012,0.802235723,0.559410036,-0.157027319,0.696720541,0.538844883,-0.241322756,0.695315897,0.641931951,-0.271630257,0.72592479,0.661690712,-0.28441456,0.703039944,0.547086835,-0.130657554,0.618146122,0.518041074,-0.227319747,0.609260976,0.641309261,-0.243283167,0.641613185,0.663403571,-0.240257367,0.612610102,0.553982496,-0.115037017,0.535899997,0.506369293,-0.207063437,0.528964341,0.617292881,-0.201798007,0.56065923,0.657079577,-0.178759366,0.53084898,0.565953732,-0.108187966,0.479662836,0.479426533,-0.162179455,0.44635874,0.44316113,-0.170346022,0.441999376,0.389107406,-0.166566074
I,Left,0.698235273,0.783186018,-9.32E-07,0.774872303,0.759969592,-0.11863713,0.784766912,0.701239109,-0.187724099,0.663526297,0.675747693,-0.2409973,0.561966777,0.667007029,-0.277637094,0.777554393,0.519684911,-0.157471031,0.679936051,0.502207756,-0.24513194,0.681213021,0.604918838,-0.278510749,0.711817443,0.623876095,-0.292377234,0.679240167,0.512227952,-0.130364999,0.59807539,0.486117065,-0.227598384,0.596616626,0.60605967,-0.240550384,0.630760193,0.620595157,-0.23525618,0.592813194,0.525031269,-0.114581093,0.517808497,0.481498152,-0.205788597,0.523567736,0.585196614,-0.195376083,0.564861655,0.6124686,-0.169193357,0.514318287,0.539003432,-0.10774833,0.459285051,0.456667215,-0.157494172,0.421797931,0.425057322,-0.159905136,0.414398223,0.370429575,-0.152369127
I,Left,0.418522358,0.676777542,-7.13E-07,0.471007198,0.615719259,-0.036274463,0.487606853,0.54271996,-0.053186473,0.429623365,0.496752948,-0.067119807,0.369106412,0.493185103,-0.073777869,0.437775791,0.49159652,-0.035392206,0.428121239,0.442460716,-0.063312434,0.435320914,0.497252613,-0.07217928,0.439133883,0.520207882,-0.075250618,0.383971304,0.501394153,-0.033050269,0.373254955,0.462081224,-0.06114319,0.393318176,0.521658897,-0.063392326,0.403085709,0.532136619,-0.062839076,0.338221341,0.521041453,-0.035768893,0.316827238,0.481429487,-0.071654387,0.35207659,0.543508649,-0.063283294,0.372920275,0.579577804,-0.051066563,0.29238537,0.545387864,-0.041118007,0.253250211,0.491587281,-0.061656158,0.229479939,0.459078461,-0.060192343,0.201957345,0.419012636,-0.057626594
I,Left,0.441221446,0.683604062,-6.00E-07,0.496474236,0.62822628,-0.036575738,0.513975382,0.544471204,-0.049900725,0.452892542,0.496933788,-0.060507126,0.390472531,0.497084826,-0.063676246,0.46470651,0.497109354,-0.017209858,0.455140114,0.446974963,-0.043847565,0.457619637,0.497410774,-0.054076824,0.461551636,0.520961702,-0.057146534,0.412013292,0.50525111,-0.013415423,0.401373386,0.462532759,-0.048512269,0.415443152,0.519413769,-0.058567822,0.423075497,0.543429196,-0.05714903,0.365225852,0.521919787,-0.015662439,0.347312063,0.478885442,-0.054673783,0.38053897,0.537735641,-0.053270064,0.401179343,0.579286098,-0.040785592,0.318473369,0.544844687,-0.020443996,0.28138715,0.491054386,-0.040511008,0.258086145,0.455885768,-0.042490225,0.233689159,0.415116787,-0.039907172
I,Left,0.438659251,0.683098793,-7.20E-07,0.498241603,0.624453723,-0.040547308,0.520204723,0.545023263,-0.058870222,0.461515367,0.49421677,-0.073777884,0.397788584,0.486390471,-0.081238635,0.471540928,0.490634501,-0.035933744,0.463797122,0.439073086,-0.067547217,0.4667207,0.494161367,-0.0782177,0.470231652,0.519732237,-0.081468478,0.414528102,0.499077708,-0.032314263,0.405365586,0.457071453,-0.067846179,0.421680152,0.518175662,-0.074160911,0.431094021,0.535490692,-0.073316306,0.36441192,0.517856538,-0.034454763,0.345467895,0.477128297,-0.077208348,0.380531609,0.54196322,-0.073102944,0.402550697,0.581126809,-0.060435962,0.314102173,0.541210055,-0.039227623,0.275292635,0.483274579,-0.063117236,0.251618385,0.447730154,-0.064451627,0.22588788,0.404000878,-0.062366478
I,Left,0.60195756,0.781158686,-9.70E-07,0.675275445,0.728246927,-0.099965803,0.683644712,0.648375094,-0.153591245,0.577192008,0.576775312,-0.19486168,0.473423243,0.54847151,-0.219461769,0.696090937,0.492404491,-0.10155715,0.608166814,0.467010498,-0.177135959,0.615962148,0.556527436,-0.210875139,0.64655602,0.588632405,-0.223842993,0.601901591,0.489405423,-0.081910953,0.530150533,0.481837094,-0.163030252,0.549482763,0.575283468,-0.183118612,0.583079815,0.601530671,-0.185201108,0.518019915,0.50868398,-0.075064965,0.44599092,0.487634003,-0.15963538,0.474955261,0.569459736,-0.165531635,0.51298666,0.61242342,-0.151850298,0.441846192,0.536736548,-0.075395189,0.375834286,0.469964743,-0.127174273,0.324119508,0.430812329,-0.141023099,0.282198578,0.385309368,-0.142127037
I,Left,0.634693146,0.774729133,-9.98E-07,0.700504303,0.722851694,-0.102350734,0.693575621,0.642268598,-0.154488862,0.582585692,0.588854551,-0.192763343,0.474357218,0.579356611,-0.215540215,0.682375371,0.508531988,-0.110539474,0.605774343,0.48621577,-0.184004471,0.62016207,0.569622278,-0.213774458,0.648826301,0.58839035,-0.225580245,0.593345642,0.515715837,-0.088975027,0.532822251,0.499456674,-0.170940414,0.556182325,0.592987061,-0.191097587,0.589209139,0.612516284,-0.19338429,0.51484853,0.541501582,-0.079696745,0.453674406,0.521774054,-0.166368544,0.48677516,0.601452351,-0.176034555,0.526641965,0.636350751,-0.164818168,0.442556649,0.571448743,-0.077135354,0.370251179,0.507634521,-0.132621393,0.313976645,0.473051369,-0.152980134,0.268225074,0.427488059,-0.160057023
I,Left,0.604805648,0.835757732,-9.53E-07,0.673381448,0.788241267,-0.103127137,0.675775766,0.703676283,-0.155095682,0.56971091,0.63261795,-0.19202216,0.462436497,0.609196544,-0.211199224,0.684906125,0.56978482,-0.109800495,0.596800804,0.526321173,-0.18470332,0.608030915,0.614293754,-0.212858543,0.643106222,0.646589339,-0.222063601,0.59146595,0.566962838,-0.08573962,0.523709536,0.533247173,-0.167783946,0.539446771,0.629279494,-0.185526103,0.575264692,0.657126546,-0.184985772,0.507644117,0.583386362,-0.074239984,0.439366996,0.541817069,-0.155272365,0.457212478,0.624768674,-0.157780111,0.491133243,0.6691733,-0.142676279,0.43012917,0.608385205,-0.07019677,0.360474974,0.533112288,-0.123821072,0.301645517,0.492530614,-0.142266601,0.257702112,0.445651293,-0.147280991
I,Left,0.488837183,0.6587497,-6.22E-07,0.568220854,0.596918821,-0.067306809,0.608129621,0.52432704,-0.106529534,0.524687767,0.50351733,-0.139400005,0.446359694,0.523687661,-0.161897734,0.505859971,0.422511011,-0.079614691,0.489634633,0.382536948,-0.128078148,0.510210335,0.457706809,-0.142071843,0.511084557,0.482670367,-0.144907638,0.432956249,0.439157665,-0.071091287,0.423763484,0.400967538,-0.128356457,0.459468007,0.478673458,-0.138812765,0.465001732,0.495078444,-0.137234822,0.371534646,0.464069217,-0.069670893,0.349432528,0.416685849,-0.127374217,0.397207618,0.488146424,-0.124593094,0.414331436,0.520133615,-0.1101989,0.310967088,0.4957681,-0.072697096,0.267081708,0.426885515,-0.099403366,0.253422618,0.38683778,-0.098716475,0.229449764,0.329713523,-0.094630249
I,Left,0.487734646,0.644158483,-5.94E-07,0.565516531,0.592212856,-0.064941734,0.60068804,0.51543659,-0.100187898,0.515731692,0.494883031,-0.128976166,0.430485994,0.512805402,-0.146952212,0.518472373,0.406384945,-0.074717671,0.504587054,0.369697958,-0.122142822,0.518714368,0.449111193,-0.136643171,0.518233299,0.471582174,-0.139905021,0.444576234,0.415636569,-0.067039236,0.435775578,0.375457644,-0.12228442,0.464113325,0.455441117,-0.130826578,0.46854794,0.473221749,-0.127304822,0.381214947,0.435093075,-0.066940278,0.359864056,0.384213924,-0.123560518,0.404984832,0.460196137,-0.119275838,0.425438344,0.498743683,-0.10245876,0.320183456,0.461682886,-0.071284093,0.278942823,0.384213626,-0.09759751,0.262969732,0.340674728,-0.096984707,0.241847783,0.284272134,-0.09210711
